0.1 4.117e-010
0.2 3.994e-010
0.4 3.432e-010
0.8 2.738e-010
1.6 2.054e-010
2.0 2.317e-010
3.2 1.778e-010
3.8 1.671e-010
4.0 1.646e-010
4.5 1.778e-010
5.0 1.673e-010
6.0 1.582e-010
7.0 1.481e-010
10  1.308e-010
