5.0 0.842e-010
4.5 0.744e-010
4.0 0.848e-010
3.8 0.902e-010
3.2 0.932e-010
2.0 1.024e-010
1.0 1.188e-010
0.8 1.338e-010
0.4 1.507e-010
0.2 1.671e-010
