10  3.681e-010
7.0 3.711e-010
6.0 3.763e-010
5.0 3.819e-010
4.5 3.857e-010
4.0 3.871e-010
3.8 3.894e-010
3.2 3.960e-010
2.0 4.075e-010
1.0 4.172e-010
0.8 4.208e-010
0.4 3.929e-010
0.2 4.419e-010
