31.1	5.86650e-010
27.0	5.90400e-010
23.5	5.95900e-010
20.0	6.04050e-010
18.0	6.14950e-010
16.0	6.11625e-010
14.0	6.11950e-010
12.0	6.22625e-010
10.0	6.20750e-010
8.00	6.33325e-010
6.00	6.38850e-010
4.50	6.50150e-010
3.00	6.54175e-010
1.5	6.69100e-010
