13.50   1.548e-010
9.450   1.656e-010
8.100   1.642e-010
6.750   1.722e-010
6.080   1.775e-010
5.400   1.752e-010
5.130   1.800e-010
4.320   1.852e-010
2.700   2.030e-010
1.350   2.299e-010
1.080   2.352e-010
0.540   2.516e-010
0.270   2.763e-010
0.050   3.253e-010
0.025   3.894e-010
