5.20	3.12050e-010
4.50	3.28550e-010
3.80	3.36050e-010
3.20	3.53125e-010
2.60	3.70400e-010
2.10	3.84450e-010
1.65	4.08550e-010
1.35	4.21600e-010
1.10	4.37400e-010
0.90	4.52800e-010
0.70	4.79350e-010
0.50	4.99000e-010
0.30	5.39200e-010
0.15	5.62125e-010
