5.016	3.742857143e-010
4.300	3.820571429e-010
3.600   3.917000000e-010
3.000	4.027142857e-010
2.500	4.092000000e-010
2.100	4.195142857e-010
1.700	4.250000000e-010
1.400	4.332857143e-010
1.100	4.386714286e-010
0.900	4.442142857e-010
0.700	4.566857143e-010
0.550	4.587500000e-010
0.400	4.800000000e-010
0.200	4.832166667e-010
0.100	4.881833333e-010
